,Short,Medium,Long
1,0.0,0.0,1.0
2,0.0,0.0,1.0
3,0.0,0.0126984126984,0.987301587302
4,0.00558659217877,0.00558659217877,0.988826815642
5,0.0,0.0,1.0
6,0.0,0.00190114068441,0.998098859316
7,0.0,0.00162866449511,0.998371335505
8,0.00193423597679,0.00257898130239,0.995486782721
